2.6626 	WARNING 	Movie2 stim could not be imported and won't be available
16.2489 	EXP 	other_box: fillColor = '#FFFCA6'
16.2669 	EXP 	self_box: fillColor = '#A6A9FF'
16.2669 	EXP 	other_box: fillColor = '#FFFCA6'
16.2803 	EXP 	self_box: fillColor = '#A6A9FF'
16.2803 	EXP 	other_box: fillColor = '#FFFCA6'
16.2962 	EXP 	self_box: fillColor = '#A6A9FF'
16.2962 	EXP 	other_box: fillColor = '#FFFCA6'
16.3132 	EXP 	self_box: fillColor = '#A6A9FF'
16.3132 	EXP 	other_box: fillColor = '#FFFCA6'
16.3345 	EXP 	self_box: fillColor = '#A6A9FF'
16.3345 	EXP 	other_box: fillColor = '#FFFCA6'
16.3522 	EXP 	self_box: fillColor = '#A6A9FF'
16.3522 	EXP 	other_box: fillColor = '#FFFCA6'
16.3629 	EXP 	self_box: fillColor = '#A6A9FF'
16.3629 	EXP 	other_box: fillColor = '#FFFCA6'
16.3796 	EXP 	self_box: fillColor = '#A6A9FF'
16.3796 	EXP 	other_box: fillColor = '#FFFCA6'
16.3962 	EXP 	self_box: fillColor = '#A6A9FF'
16.3962 	EXP 	other_box: fillColor = '#FFFCA6'
16.4134 	EXP 	self_box: fillColor = '#A6A9FF'
16.4134 	EXP 	other_box: fillColor = '#FFFCA6'
16.4343 	EXP 	self_box: fillColor = '#A6A9FF'
16.4343 	EXP 	other_box: fillColor = '#FFFCA6'
16.4522 	EXP 	self_box: fillColor = '#A6A9FF'
16.4522 	EXP 	other_box: fillColor = '#FFFCA6'
16.4628 	EXP 	self_box: fillColor = '#A6A9FF'
16.4628 	EXP 	other_box: fillColor = '#FFFCA6'
16.4796 	EXP 	self_box: fillColor = '#A6A9FF'
16.4796 	EXP 	other_box: fillColor = '#FFFCA6'
16.4966 	EXP 	self_box: fillColor = '#A6A9FF'
16.4966 	EXP 	other_box: fillColor = '#FFFCA6'
16.5138 	EXP 	self_box: fillColor = '#A6A9FF'
16.5138 	EXP 	other_box: fillColor = '#FAF33E'
16.5329 	EXP 	self_box: fillColor = '#A6A9FF'
16.5329 	EXP 	other_box: fillColor = '#FAF33E'
16.5522 	EXP 	self_box: fillColor = '#A6A9FF'
16.5522 	EXP 	other_box: fillColor = '#FAF33E'
16.5640 	EXP 	self_box: fillColor = '#A6A9FF'
16.5640 	EXP 	other_box: fillColor = '#FAF33E'
16.5798 	EXP 	self_box: fillColor = '#A6A9FF'
16.5798 	EXP 	other_box: fillColor = '#FAF33E'
16.5975 	EXP 	self_box: fillColor = '#A6A9FF'
16.5975 	EXP 	other_box: fillColor = '#FAF33E'
16.6164 	EXP 	self_box: fillColor = '#A6A9FF'
16.6164 	EXP 	other_box: fillColor = '#FAF33E'
16.6358 	EXP 	self_box: fillColor = '#A6A9FF'
16.6358 	EXP 	other_box: fillColor = '#FAF33E'
16.6470 	EXP 	self_box: fillColor = '#A6A9FF'
16.6470 	EXP 	other_box: fillColor = '#FAF33E'
16.6633 	EXP 	self_box: fillColor = '#A6A9FF'
16.6633 	EXP 	other_box: fillColor = '#FAF33E'
16.6808 	EXP 	self_box: fillColor = '#A6A9FF'
16.6808 	EXP 	other_box: fillColor = '#FAF33E'
16.6997 	EXP 	self_box: fillColor = '#A6A9FF'
16.6997 	EXP 	other_box: fillColor = '#FAF33E'
16.7189 	EXP 	self_box: fillColor = '#A6A9FF'
16.7189 	EXP 	other_box: fillColor = '#FAF33E'
16.7306 	EXP 	self_box: fillColor = '#A6A9FF'
16.7306 	EXP 	other_box: fillColor = '#FAF33E'
16.7469 	EXP 	self_box: fillColor = '#A6A9FF'
16.7469 	EXP 	other_box: fillColor = '#FAF33E'
16.7640 	EXP 	self_box: fillColor = '#A6A9FF'
16.7640 	EXP 	other_box: fillColor = '#FAF33E'
16.7647 	DATA 	Mouse: Left button down, pos=(997,236)
16.7663 	EXP 	New trial (rep=0, index=1): {'word': 'word2.29', 'amount': 0.0, 'list': 'list2', 'trialtype': 'unmodified', 'block': 0}
16.7834 	EXP 	self_box: fillColor = '#A6A9FF'
16.7834 	EXP 	other_box: fillColor = '#FAF33E'
16.7834 	EXP 	question: autoDraw = False
16.7834 	EXP 	self_box: autoDraw = False
16.7834 	EXP 	self_label: autoDraw = False
16.7834 	EXP 	other_box: autoDraw = False
16.7834 	EXP 	other_label: autoDraw = False
16.7834 	EXP 	text: text = 'word2.29'
16.8809 	DATA 	Mouse: Left button up, pos=(999,236)
17.7817 	EXP 	text: autoDraw = True
21.7778 	EXP 	text: autoDraw = False
21.7778 	EXP 	question: autoDraw = True
21.7778 	EXP 	self_box: autoDraw = True
21.7778 	EXP 	self_label: autoDraw = True
21.7778 	EXP 	other_box: autoDraw = True
21.7778 	EXP 	other_label: autoDraw = True
21.7778 	EXP 	self_box: fillColor = '#A6A9FF'
21.7778 	EXP 	other_box: fillColor = '#FAF33E'
21.7894 	EXP 	self_box: fillColor = '#A6A9FF'
21.7894 	EXP 	other_box: fillColor = '#FAF33E'
21.8052 	EXP 	self_box: fillColor = '#A6A9FF'
21.8052 	EXP 	other_box: fillColor = '#FAF33E'
21.8228 	EXP 	self_box: fillColor = '#A6A9FF'
21.8228 	EXP 	other_box: fillColor = '#FAF33E'
21.8419 	EXP 	self_box: fillColor = '#A6A9FF'
21.8419 	EXP 	other_box: fillColor = '#FAF33E'
21.8610 	EXP 	self_box: fillColor = '#A6A9FF'
21.8610 	EXP 	other_box: fillColor = '#FAF33E'
21.8722 	EXP 	self_box: fillColor = '#A6A9FF'
21.8722 	EXP 	other_box: fillColor = '#FAF33E'
21.8889 	EXP 	self_box: fillColor = '#A6A9FF'
21.8889 	EXP 	other_box: fillColor = '#FAF33E'
21.9103 	EXP 	self_box: fillColor = '#A6A9FF'
21.9103 	EXP 	other_box: fillColor = '#FAF33E'
21.9279 	EXP 	self_box: fillColor = '#A6A9FF'
21.9279 	EXP 	other_box: fillColor = '#FAF33E'
21.9387 	EXP 	self_box: fillColor = '#A6A9FF'
21.9387 	EXP 	other_box: fillColor = '#FAF33E'
21.9561 	EXP 	self_box: fillColor = '#A6A9FF'
21.9561 	EXP 	other_box: fillColor = '#FAF33E'
21.9774 	EXP 	self_box: fillColor = '#A6A9FF'
21.9774 	EXP 	other_box: fillColor = '#FAF33E'
21.9947 	EXP 	self_box: fillColor = '#A6A9FF'
21.9947 	EXP 	other_box: fillColor = '#FAF33E'
22.0062 	EXP 	self_box: fillColor = '#A6A9FF'
22.0062 	EXP 	other_box: fillColor = '#FAF33E'
22.0222 	EXP 	self_box: fillColor = '#A6A9FF'
22.0222 	EXP 	other_box: fillColor = '#FAF33E'
22.0387 	EXP 	self_box: fillColor = '#A6A9FF'
22.0387 	EXP 	other_box: fillColor = '#FAF33E'
22.0565 	EXP 	self_box: fillColor = '#A6A9FF'
22.0565 	EXP 	other_box: fillColor = '#FAF33E'
22.0776 	EXP 	self_box: fillColor = '#A6A9FF'
22.0776 	EXP 	other_box: fillColor = '#FAF33E'
22.0945 	EXP 	self_box: fillColor = '#A6A9FF'
22.0945 	EXP 	other_box: fillColor = '#FAF33E'
22.1061 	EXP 	self_box: fillColor = '#A6A9FF'
22.1061 	EXP 	other_box: fillColor = '#FAF33E'
22.1224 	EXP 	self_box: fillColor = '#A6A9FF'
22.1224 	EXP 	other_box: fillColor = '#FAF33E'
22.1399 	EXP 	self_box: fillColor = '#A6A9FF'
22.1399 	EXP 	other_box: fillColor = '#FAF33E'
22.1607 	EXP 	self_box: fillColor = '#A6A9FF'
22.1607 	EXP 	other_box: fillColor = '#FAF33E'
22.1762 	EXP 	self_box: fillColor = '#A6A9FF'
22.1762 	EXP 	other_box: fillColor = '#FAF33E'
22.1891 	EXP 	self_box: fillColor = '#A6A9FF'
22.1891 	EXP 	other_box: fillColor = '#FAF33E'
22.2059 	EXP 	self_box: fillColor = '#A6A9FF'
22.2059 	EXP 	other_box: fillColor = '#FAF33E'
22.2224 	EXP 	self_box: fillColor = '#A6A9FF'
22.2224 	EXP 	other_box: fillColor = '#FAF33E'
22.2396 	EXP 	self_box: fillColor = '#A6A9FF'
22.2396 	EXP 	other_box: fillColor = '#FAF33E'
22.2607 	EXP 	self_box: fillColor = '#A6A9FF'
22.2607 	EXP 	other_box: fillColor = '#FAF33E'
22.2767 	EXP 	self_box: fillColor = '#A6A9FF'
22.2767 	EXP 	other_box: fillColor = '#FAF33E'
22.2896 	EXP 	self_box: fillColor = '#A6A9FF'
22.2896 	EXP 	other_box: fillColor = '#FAF33E'
22.3061 	EXP 	self_box: fillColor = '#A6A9FF'
22.3061 	EXP 	other_box: fillColor = '#FAF33E'
22.3228 	EXP 	self_box: fillColor = '#A6A9FF'
22.3228 	EXP 	other_box: fillColor = '#FAF33E'
22.3395 	EXP 	self_box: fillColor = '#A6A9FF'
22.3395 	EXP 	other_box: fillColor = '#FAF33E'
22.3590 	EXP 	self_box: fillColor = '#A6A9FF'
22.3590 	EXP 	other_box: fillColor = '#FAF33E'
22.3790 	EXP 	self_box: fillColor = '#A6A9FF'
22.3790 	EXP 	other_box: fillColor = '#FAF33E'
22.3795 	DATA 	Mouse: Left button down, pos=(1087,245)
22.3809 	EXP 	New trial (rep=0, index=2): {'word': 'word1.29', 'amount': -0.5, 'list': 'list1', 'trialtype': 'pitch lower', 'block': 0}
22.4108 	EXP 	self_box: fillColor = '#A6A9FF'
22.4108 	EXP 	other_box: fillColor = '#FAF33E'
22.4108 	EXP 	question: autoDraw = False
22.4108 	EXP 	self_box: autoDraw = False
22.4108 	EXP 	self_label: autoDraw = False
22.4108 	EXP 	other_box: autoDraw = False
22.4108 	EXP 	other_label: autoDraw = False
22.4108 	EXP 	text: text = 'word1.29'
22.4571 	DATA 	Mouse: Left button up, pos=(1087,245)
23.4081 	EXP 	text: autoDraw = True
26.1132 	EXP 	text: autoDraw = False
26.1132 	EXP 	question: autoDraw = True
26.1132 	EXP 	self_box: autoDraw = True
26.1132 	EXP 	self_label: autoDraw = True
26.1132 	EXP 	other_box: autoDraw = True
26.1132 	EXP 	other_label: autoDraw = True
26.1132 	EXP 	self_box: fillColor = '#A6A9FF'
26.1132 	EXP 	other_box: fillColor = '#FFFCA6'
26.1301 	EXP 	self_box: fillColor = '#A6A9FF'
26.1301 	EXP 	other_box: fillColor = '#FFFCA6'
26.1458 	EXP 	self_box: fillColor = '#A6A9FF'
26.1458 	EXP 	other_box: fillColor = '#FFFCA6'
26.1624 	EXP 	self_box: fillColor = '#A6A9FF'
26.1624 	EXP 	other_box: fillColor = '#FFFCA6'
26.1844 	EXP 	self_box: fillColor = '#A6A9FF'
26.1844 	EXP 	other_box: fillColor = '#FFFCA6'
26.2022 	EXP 	self_box: fillColor = '#A6A9FF'
26.2022 	EXP 	other_box: fillColor = '#FFFCA6'
26.2132 	EXP 	self_box: fillColor = '#A6A9FF'
26.2132 	EXP 	other_box: fillColor = '#FFFCA6'
26.2302 	EXP 	self_box: fillColor = '#A6A9FF'
26.2302 	EXP 	other_box: fillColor = '#FFFCA6'
26.2505 	EXP 	self_box: fillColor = '#A6A9FF'
26.2505 	EXP 	other_box: fillColor = '#FFFCA6'
26.2664 	EXP 	self_box: fillColor = '#A6A9FF'
26.2664 	EXP 	other_box: fillColor = '#FFFCA6'
26.2794 	EXP 	self_box: fillColor = '#A6A9FF'
26.2794 	EXP 	other_box: fillColor = '#FFFCA6'
26.2958 	EXP 	self_box: fillColor = '#A6A9FF'
26.2958 	EXP 	other_box: fillColor = '#FFFCA6'
26.3128 	EXP 	self_box: fillColor = '#A6A9FF'
26.3128 	EXP 	other_box: fillColor = '#FFFCA6'
26.3340 	EXP 	self_box: fillColor = '#A6A9FF'
26.3340 	EXP 	other_box: fillColor = '#FFFCA6'
26.3520 	EXP 	self_box: fillColor = '#A6A9FF'
26.3520 	EXP 	other_box: fillColor = '#FFFCA6'
26.3635 	EXP 	self_box: fillColor = '#A6A9FF'
26.3635 	EXP 	other_box: fillColor = '#FFFCA6'
26.3806 	EXP 	self_box: fillColor = '#A6A9FF'
26.3806 	EXP 	other_box: fillColor = '#FFFCA6'
26.4007 	EXP 	self_box: fillColor = '#A6A9FF'
26.4007 	EXP 	other_box: fillColor = '#FFFCA6'
26.4189 	EXP 	self_box: fillColor = '#A6A9FF'
26.4189 	EXP 	other_box: fillColor = '#FFFCA6'
26.4297 	EXP 	self_box: fillColor = '#A6A9FF'
26.4297 	EXP 	other_box: fillColor = '#FFFCA6'
26.4462 	EXP 	self_box: fillColor = '#A6A9FF'
26.4462 	EXP 	other_box: fillColor = '#FFFCA6'
26.4631 	EXP 	self_box: fillColor = '#A6A9FF'
26.4631 	EXP 	other_box: fillColor = '#FFFCA6'
26.4799 	EXP 	self_box: fillColor = '#A6A9FF'
26.4799 	EXP 	other_box: fillColor = '#FFFCA6'
26.4989 	EXP 	self_box: fillColor = '#A6A9FF'
26.4989 	EXP 	other_box: fillColor = '#FFFCA6'
26.5186 	EXP 	self_box: fillColor = '#A6A9FF'
26.5186 	EXP 	other_box: fillColor = '#FFFCA6'
26.5305 	EXP 	self_box: fillColor = '#A6A9FF'
26.5305 	EXP 	other_box: fillColor = '#FFFCA6'
26.5473 	EXP 	self_box: fillColor = '#A6A9FF'
26.5473 	EXP 	other_box: fillColor = '#FFFCA6'
26.5632 	EXP 	self_box: fillColor = '#A6A9FF'
26.5632 	EXP 	other_box: fillColor = '#FFFCA6'
26.5799 	EXP 	self_box: fillColor = '#A6A9FF'
26.5799 	EXP 	other_box: fillColor = '#FFFCA6'
26.5990 	EXP 	self_box: fillColor = '#A6A9FF'
26.5990 	EXP 	other_box: fillColor = '#FFFCA6'
26.6189 	EXP 	self_box: fillColor = '#A6A9FF'
26.6189 	EXP 	other_box: fillColor = '#FAF33E'
26.6297 	EXP 	self_box: fillColor = '#A6A9FF'
26.6297 	EXP 	other_box: fillColor = '#FAF33E'
26.6476 	EXP 	self_box: fillColor = '#A6A9FF'
26.6476 	EXP 	other_box: fillColor = '#FAF33E'
26.6677 	EXP 	self_box: fillColor = '#A6A9FF'
26.6677 	EXP 	other_box: fillColor = '#FAF33E'
26.6841 	EXP 	self_box: fillColor = '#A6A9FF'
26.6841 	EXP 	other_box: fillColor = '#FAF33E'
26.6965 	EXP 	self_box: fillColor = '#A6A9FF'
26.6965 	EXP 	other_box: fillColor = '#FAF33E'
26.7136 	EXP 	self_box: fillColor = '#A6A9FF'
26.7136 	EXP 	other_box: fillColor = '#FAF33E'
26.7350 	EXP 	self_box: fillColor = '#A6A9FF'
26.7350 	EXP 	other_box: fillColor = '#FAF33E'
26.7529 	EXP 	self_box: fillColor = '#A6A9FF'
26.7529 	EXP 	other_box: fillColor = '#FAF33E'
26.7636 	EXP 	self_box: fillColor = '#A6A9FF'
26.7636 	EXP 	other_box: fillColor = '#FAF33E'
26.7813 	EXP 	self_box: fillColor = '#A6A9FF'
26.7813 	EXP 	other_box: fillColor = '#FAF33E'
26.7998 	EXP 	self_box: fillColor = '#A6A9FF'
26.7998 	EXP 	other_box: fillColor = '#FAF33E'
26.8194 	EXP 	self_box: fillColor = '#A6A9FF'
26.8194 	EXP 	other_box: fillColor = '#FAF33E'
26.8201 	DATA 	Mouse: Left button down, pos=(1088,303)
26.8215 	EXP 	New trial (rep=0, index=3): {'word': 'word1.13', 'amount': -0.5, 'list': 'list1', 'trialtype': 'pitch lower', 'block': 0}
26.8309 	EXP 	self_box: fillColor = '#A6A9FF'
26.8309 	EXP 	other_box: fillColor = '#FAF33E'
26.8309 	EXP 	question: autoDraw = False
26.8309 	EXP 	self_box: autoDraw = False
26.8309 	EXP 	self_label: autoDraw = False
26.8309 	EXP 	other_box: autoDraw = False
26.8309 	EXP 	other_label: autoDraw = False
26.8309 	EXP 	text: text = 'word1.13'
26.8870 	DATA 	Mouse: Left button up, pos=(1088,303)
27.8534 	EXP 	text: autoDraw = True
30.0413 	EXP 	text: autoDraw = False
30.0413 	EXP 	question: autoDraw = True
30.0413 	EXP 	self_box: autoDraw = True
30.0413 	EXP 	self_label: autoDraw = True
30.0413 	EXP 	other_box: autoDraw = True
30.0413 	EXP 	other_label: autoDraw = True
30.0413 	EXP 	self_box: fillColor = '#A6A9FF'
30.0413 	EXP 	other_box: fillColor = '#FAF33E'
30.0539 	EXP 	self_box: fillColor = '#A6A9FF'
30.0539 	EXP 	other_box: fillColor = '#FAF33E'
30.0685 	EXP 	self_box: fillColor = '#A6A9FF'
30.0685 	EXP 	other_box: fillColor = '#FAF33E'
30.0850 	EXP 	self_box: fillColor = '#A6A9FF'
30.0850 	EXP 	other_box: fillColor = '#FAF33E'
30.1026 	EXP 	self_box: fillColor = '#A6A9FF'
30.1026 	EXP 	other_box: fillColor = '#FAF33E'
30.1184 	EXP 	self_box: fillColor = '#A6A9FF'
30.1184 	EXP 	other_box: fillColor = '#FAF33E'
30.1360 	EXP 	self_box: fillColor = '#A6A9FF'
30.1360 	EXP 	other_box: fillColor = '#FAF33E'
30.1519 	EXP 	self_box: fillColor = '#A6A9FF'
30.1519 	EXP 	other_box: fillColor = '#FAF33E'
30.1684 	EXP 	self_box: fillColor = '#A6A9FF'
30.1684 	EXP 	other_box: fillColor = '#FAF33E'
30.1860 	EXP 	self_box: fillColor = '#A6A9FF'
30.1860 	EXP 	other_box: fillColor = '#FAF33E'
30.2021 	EXP 	self_box: fillColor = '#A6A9FF'
30.2021 	EXP 	other_box: fillColor = '#FAF33E'
30.2185 	EXP 	self_box: fillColor = '#A6A9FF'
30.2185 	EXP 	other_box: fillColor = '#FAF33E'
30.2356 	EXP 	self_box: fillColor = '#A6A9FF'
30.2356 	EXP 	other_box: fillColor = '#FAF33E'
30.2528 	EXP 	self_box: fillColor = '#A6A9FF'
30.2528 	EXP 	other_box: fillColor = '#FAF33E'
30.2696 	EXP 	self_box: fillColor = '#A6A9FF'
30.2696 	EXP 	other_box: fillColor = '#FAF33E'
30.2857 	EXP 	self_box: fillColor = '#A6A9FF'
30.2857 	EXP 	other_box: fillColor = '#FAF33E'
30.3046 	EXP 	self_box: fillColor = '#A6A9FF'
30.3046 	EXP 	other_box: fillColor = '#FAF33E'
30.3186 	EXP 	self_box: fillColor = '#A6A9FF'
30.3186 	EXP 	other_box: fillColor = '#FAF33E'
30.3354 	EXP 	self_box: fillColor = '#A6A9FF'
30.3354 	EXP 	other_box: fillColor = '#FAF33E'
30.3525 	EXP 	self_box: fillColor = '#A6A9FF'
30.3525 	EXP 	other_box: fillColor = '#FAF33E'
30.3697 	EXP 	self_box: fillColor = '#A6A9FF'
30.3697 	EXP 	other_box: fillColor = '#FAF33E'
30.3858 	EXP 	self_box: fillColor = '#A6A9FF'
30.3858 	EXP 	other_box: fillColor = '#FAF33E'
30.4029 	EXP 	self_box: fillColor = '#A6A9FF'
